Request id,Pickup point,Driver id,Status,Trip duration (minutes),Demand-Supply Gap,Day of week,Hour of day,Time slot
575,Airport,212.0,Trip Completed,52.0,0,Monday,10,Morning
753,Airport,212.0,Trip Completed,67.0,0,Monday,15,Afternoon
999,City,212.0,Trip Completed,74.0,0,Monday,19,Evening
1534,Airport,212.0,Trip Completed,59.0,0,Tuesday,5,Early Morning
1773,Airport,212.0,Trip Completed,66.0,0,Tuesday,8,Morning
1890,City,212.0,Trip Completed,68.0,0,Tuesday,10,Morning
2609,Airport,212.0,Trip Completed,56.0,0,Tuesday,22,Night
87,City,213.0,Trip Completed,40.0,0,Monday,4,Early Morning
859,City,213.0,Trip Completed,56.0,0,Monday,17,Evening
1170,City,213.0,Trip Completed,33.0,0,Monday,20,Night
2511,City,213.0,Trip Completed,68.0,0,Tuesday,21,Night
600,City,214.0,Trip Completed,69.0,0,Monday,11,Morning
2053,Airport,214.0,Trip Completed,66.0,0,Tuesday,14,Afternoon
2256,Airport,214.0,Trip Completed,28.0,0,Tuesday,18,Evening
214,City,215.0,Trip Completed,40.0,0,Monday,6,Early Morning
423,City,215.0,Trip Completed,45.0,0,Monday,8,Morning
1138,City,215.0,Trip Completed,42.0,0,Monday,20,Night
1977,Airport,215.0,Trip Completed,43.0,0,Tuesday,12,Afternoon
2328,City,215.0,Trip Completed,49.0,0,Tuesday,19,Evening
484,City,216.0,Trip Completed,46.0,0,Monday,9,Morning
855,City,216.0,Trip Completed,37.0,0,Monday,17,Evening
114,City,217.0,Trip Completed,30.0,0,Monday,5,Early Morning
470,City,217.0,Trip Completed,38.0,0,Monday,9,Morning
1446,City,217.0,Trip Completed,53.0,0,Tuesday,4,Early Morning
1065,Airport,218.0,Trip Completed,52.0,0,Monday,19,Evening
1457,Airport,218.0,Trip Completed,28.0,0,Tuesday,4,Early Morning
280,Airport,219.0,Trip Completed,36.0,0,Monday,7,Early Morning
475,Airport,219.0,Trip Completed,57.0,0,Monday,9,Morning
1350,City,219.0,Trip Completed,46.0,0,Monday,23,Night
609,City,220.0,Trip Completed,55.0,0,Monday,11,Morning
1414,Airport,220.0,Trip Completed,68.0,0,Tuesday,3,Late Night
1713,Airport,220.0,Trip Completed,37.0,0,Tuesday,8,Morning
1991,City,220.0,Trip Completed,49.0,0,Tuesday,12,Afternoon
2082,Airport,220.0,Trip Completed,56.0,0,Tuesday,15,Afternoon
304,City,221.0,Trip Completed,29.0,0,Monday,7,Early Morning
700,City,221.0,Trip Completed,35.0,0,Monday,14,Afternoon
1708,Airport,221.0,Trip Completed,29.0,0,Tuesday,8,Morning
1918,City,221.0,Trip Completed,74.0,0,Tuesday,10,Morning
2067,Airport,221.0,Trip Completed,61.0,0,Tuesday,15,Afternoon
1295,City,222.0,Trip Completed,38.0,0,Monday,22,Night
1829,Airport,222.0,Trip Completed,47.0,0,Tuesday,9,Morning
2135,City,222.0,Trip Completed,46.0,0,Tuesday,17,Evening
330,Airport,223.0,Trip Completed,73.0,0,Monday,7,Early Morning
626,Airport,223.0,Trip Completed,50.0,0,Monday,12,Afternoon
857,City,223.0,Trip Completed,50.0,0,Monday,17,Evening
2679,Airport,223.0,Trip Completed,0.0,0,Tuesday,23,Night
904,Airport,224.0,Trip Completed,72.0,0,Monday,18,Evening
1459,Airport,224.0,Trip Completed,42.0,0,Tuesday,4,Early Morning
2636,Airport,224.0,Trip Completed,71.0,0,Tuesday,22,Night
182,Airport,225.0,Trip Completed,72.0,0,Monday,5,Early Morning
621,Airport,225.0,Trip Completed,57.0,0,Monday,12,Afternoon
967,Airport,225.0,Trip Completed,51.0,0,Monday,18,Evening
1422,Airport,225.0,Trip Completed,73.0,0,Tuesday,4,Early Morning
1891,City,225.0,Trip Completed,56.0,0,Tuesday,10,Morning
2307,City,225.0,Trip Completed,51.0,0,Tuesday,18,Evening
642,City,226.0,Trip Completed,77.0,0,Monday,12,Afternoon
1119,Airport,226.0,Trip Completed,42.0,0,Monday,20,Night
1861,City,226.0,Trip Completed,38.0,0,Tuesday,9,Morning
2168,Airport,226.0,Trip Completed,63.0,0,Tuesday,17,Evening
919,Airport,227.0,Trip Completed,38.0,0,Monday,18,Evening
1097,City,227.0,Trip Completed,51.0,0,Monday,20,Night
1447,Airport,227.0,Trip Completed,39.0,0,Tuesday,4,Early Morning
2105,City,227.0,Trip Completed,74.0,0,Tuesday,16,Evening
2598,Airport,227.0,Trip Completed,31.0,0,Tuesday,21,Night
10,City,228.0,Trip Completed,65.0,0,Monday,0,Late Night
387,Airport,228.0,Trip Completed,48.0,0,Monday,8,Morning
586,City,228.0,Trip Completed,38.0,0,Monday,11,Morning
710,City,228.0,Trip Completed,58.0,0,Monday,14,Afternoon
1658,Airport,228.0,Trip Completed,70.0,0,Tuesday,7,Early Morning
2227,City,228.0,Trip Completed,30.0,0,Tuesday,18,Evening
2668,Airport,228.0,Trip Completed,0.0,0,Tuesday,23,Night
1960,Airport,229.0,Trip Completed,61.0,0,Tuesday,11,Morning
205,Airport,230.0,Trip Completed,60.0,0,Monday,6,Early Morning
853,Airport,230.0,Trip Completed,71.0,0,Monday,17,Evening
1196,City,230.0,Trip Completed,51.0,0,Monday,21,Night
1598,Airport,230.0,Trip Completed,53.0,0,Tuesday,6,Early Morning
2406,City,230.0,Trip Completed,40.0,0,Tuesday,19,Evening
292,City,231.0,Trip Completed,37.0,0,Monday,7,Early Morning
384,Airport,231.0,Trip Completed,36.0,0,Monday,8,Morning
1296,Airport,231.0,Trip Completed,70.0,0,Monday,22,Night
1978,City,231.0,Trip Completed,39.0,0,Tuesday,12,Afternoon
206,City,232.0,Trip Completed,30.0,0,Monday,6,Early Morning
595,City,232.0,Trip Completed,70.0,0,Monday,11,Morning
2310,City,232.0,Trip Completed,67.0,0,Tuesday,18,Evening
301,City,233.0,Trip Completed,61.0,0,Monday,7,Early Morning
1057,Airport,233.0,Trip Completed,49.0,0,Monday,19,Evening
1408,Airport,233.0,Trip Completed,55.0,0,Tuesday,3,Late Night
1453,City,233.0,Trip Completed,61.0,0,Tuesday,4,Early Morning
1882,Airport,233.0,Trip Completed,65.0,0,Tuesday,10,Morning
2111,Airport,233.0,Trip Completed,60.0,0,Tuesday,16,Evening
2360,City,233.0,Trip Completed,32.0,0,Tuesday,19,Evening
91,Airport,234.0,Trip Completed,50.0,0,Monday,4,Early Morning
756,Airport,234.0,Trip Completed,34.0,0,Monday,16,Evening
1680,City,234.0,Trip Completed,57.0,0,Tuesday,7,Early Morning
2047,City,234.0,Trip Completed,42.0,0,Tuesday,14,Afternoon
9,Airport,235.0,Trip Completed,75.0,0,Monday,0,Late Night
448,City,235.0,Trip Completed,55.0,0,Monday,9,Morning
1203,City,235.0,Trip Completed,73.0,0,Monday,21,Night
2010,Airport,235.0,Trip Completed,34.0,0,Tuesday,13,Afternoon
872,Airport,236.0,Trip Completed,42.0,0,Monday,17,Evening
1652,Airport,236.0,Trip Completed,69.0,0,Tuesday,7,Early Morning
2000,Airport,236.0,Trip Completed,44.0,0,Tuesday,12,Afternoon
1343,City,237.0,Trip Completed,55.0,0,Monday,23,Night
1519,Airport,237.0,Trip Completed,39.0,0,Tuesday,5,Early Morning
2076,Airport,237.0,Trip Completed,76.0,0,Tuesday,15,Afternoon
2136,City,237.0,Trip Completed,58.0,0,Tuesday,17,Evening
2650,Airport,237.0,Trip Completed,46.0,0,Tuesday,22,Night
1526,City,238.0,Trip Completed,56.0,0,Tuesday,5,Early Morning
1839,City,238.0,Trip Completed,70.0,0,Tuesday,9,Morning
2268,City,238.0,Trip Completed,53.0,0,Tuesday,18,Evening
74,Airport,239.0,Trip Completed,66.0,0,Monday,4,Early Morning
1959,City,239.0,Trip Completed,32.0,0,Tuesday,11,Morning
2169,Airport,239.0,Trip Completed,81.0,0,Tuesday,17,Evening
1496,Airport,240.0,Trip Completed,37.0,0,Tuesday,5,Early Morning
2589,City,240.0,Trip Completed,71.0,0,Tuesday,21,Night
884,Airport,241.0,Trip Completed,34.0,0,Monday,18,Evening
1495,Airport,241.0,Trip Completed,38.0,0,Tuesday,5,Early Morning
1782,Airport,241.0,Trip Completed,48.0,0,Tuesday,8,Morning
1928,City,241.0,Trip Completed,31.0,0,Tuesday,11,Morning
2195,Airport,241.0,Trip Completed,58.0,0,Tuesday,17,Evening
648,City,242.0,Trip Completed,49.0,0,Monday,12,Afternoon
1171,City,242.0,Trip Completed,59.0,0,Monday,20,Night
1354,City,242.0,Trip Completed,67.0,0,Monday,23,Night
1901,Airport,242.0,Trip Completed,65.0,0,Tuesday,10,Morning
2181,Airport,242.0,Trip Completed,49.0,0,Tuesday,17,Evening
271,Airport,243.0,Trip Completed,38.0,0,Monday,6,Early Morning
1238,City,243.0,Trip Completed,71.0,0,Monday,21,Night
1802,Airport,243.0,Trip Completed,74.0,0,Tuesday,9,Morning
656,Airport,244.0,Trip Completed,30.0,0,Monday,12,Afternoon
715,City,244.0,Trip Completed,73.0,0,Monday,14,Afternoon
1086,Airport,244.0,Trip Completed,32.0,0,Monday,20,Night
1504,Airport,244.0,Trip Completed,25.0,0,Tuesday,5,Early Morning
1675,Airport,244.0,Trip Completed,47.0,0,Tuesday,7,Early Morning
225,City,245.0,Trip Completed,72.0,0,Monday,6,Early Morning
1163,City,245.0,Trip Completed,64.0,0,Monday,20,Night
2200,City,245.0,Trip Completed,39.0,0,Tuesday,17,Evening
2382,Airport,245.0,Trip Completed,59.0,0,Tuesday,19,Evening
481,City,246.0,Trip Completed,39.0,0,Monday,9,Morning
739,Airport,246.0,Trip Completed,44.0,0,Monday,15,Afternoon
834,City,246.0,Trip Completed,29.0,0,Monday,17,Evening
1175,City,246.0,Trip Completed,68.0,0,Monday,20,Night
1425,Airport,246.0,Trip Completed,75.0,0,Tuesday,4,Early Morning
2327,City,246.0,Trip Completed,64.0,0,Tuesday,19,Evening
2535,Airport,246.0,Trip Completed,55.0,0,Tuesday,21,Night
222,Airport,247.0,Trip Completed,50.0,0,Monday,6,Early Morning
720,Airport,247.0,Trip Completed,44.0,0,Monday,14,Afternoon
1573,Airport,247.0,Trip Completed,62.0,0,Tuesday,6,Early Morning
2070,Airport,247.0,Trip Completed,50.0,0,Tuesday,15,Afternoon
338,City,248.0,Trip Completed,65.0,0,Monday,7,Early Morning
661,Airport,248.0,Trip Completed,76.0,0,Monday,12,Afternoon
1187,Airport,248.0,Trip Completed,43.0,0,Monday,21,Night
1510,Airport,248.0,Trip Completed,40.0,0,Tuesday,5,Early Morning
1645,City,248.0,Trip Completed,73.0,0,Tuesday,7,Early Morning
2356,City,248.0,Trip Completed,29.0,0,Tuesday,19,Evening
198,Airport,249.0,Trip Completed,41.0,0,Monday,6,Early Morning
513,Airport,249.0,Trip Completed,76.0,0,Monday,9,Morning
727,Airport,249.0,Trip Completed,78.0,0,Monday,15,Afternoon
1094,Airport,249.0,Trip Completed,66.0,0,Monday,20,Night
1508,Airport,249.0,Trip Completed,45.0,0,Tuesday,5,Early Morning
1735,City,250.0,Trip Completed,65.0,0,Tuesday,8,Morning
515,Airport,251.0,Trip Completed,71.0,0,Monday,9,Morning
697,City,251.0,Trip Completed,58.0,0,Monday,13,Afternoon
2591,City,251.0,Trip Completed,68.0,0,Tuesday,21,Night
183,City,252.0,Trip Completed,40.0,0,Monday,5,Early Morning
1210,Airport,252.0,Trip Completed,69.0,0,Monday,21,Night
1382,City,252.0,Trip Completed,35.0,0,Tuesday,1,Late Night
1899,City,252.0,Trip Completed,66.0,0,Tuesday,10,Morning
382,City,253.0,Trip Completed,54.0,0,Monday,8,Morning
2035,City,253.0,Trip Completed,51.0,0,Tuesday,14,Afternoon
329,Airport,254.0,Trip Completed,67.0,0,Monday,7,Early Morning
465,City,254.0,Trip Completed,40.0,0,Monday,9,Morning
650,City,254.0,Trip Completed,74.0,0,Monday,12,Afternoon
900,Airport,254.0,Trip Completed,38.0,0,Monday,18,Evening
1309,City,254.0,Trip Completed,35.0,0,Monday,22,Night
2340,Airport,254.0,Trip Completed,32.0,0,Tuesday,19,Evening
66,City,255.0,Trip Completed,33.0,0,Monday,4,Early Morning
688,Airport,255.0,Trip Completed,46.0,0,Monday,13,Afternoon
1924,City,255.0,Trip Completed,42.0,0,Tuesday,11,Morning
2463,City,255.0,Trip Completed,62.0,0,Tuesday,20,Night
100,City,256.0,Trip Completed,47.0,0,Monday,5,Early Morning
1129,Airport,256.0,Trip Completed,68.0,0,Monday,20,Night
2560,City,256.0,Trip Completed,41.0,0,Tuesday,21,Night
2662,Airport,256.0,Trip Completed,0.0,0,Tuesday,23,Night
1310,City,257.0,Trip Completed,51.0,0,Monday,22,Night
1497,City,257.0,Trip Completed,71.0,0,Tuesday,5,Early Morning
663,Airport,258.0,Trip Completed,52.0,0,Monday,12,Afternoon
1059,Airport,258.0,Trip Completed,74.0,0,Monday,19,Evening
1279,City,258.0,Trip Completed,25.0,0,Monday,22,Night
2683,City,258.0,Trip Completed,41.0,0,Tuesday,0,Late Night
1940,Airport,258.0,Trip Completed,77.0,0,Tuesday,11,Morning
694,City,259.0,Trip Completed,43.0,0,Monday,13,Afternoon
1515,City,259.0,Trip Completed,35.0,0,Tuesday,5,Early Morning
1581,Airport,259.0,Trip Completed,60.0,0,Tuesday,6,Early Morning
394,Airport,260.0,Trip Completed,37.0,0,Monday,8,Morning
1442,Airport,260.0,Trip Completed,53.0,0,Tuesday,4,Early Morning
273,Airport,261.0,Trip Completed,64.0,0,Monday,6,Early Morning
794,City,261.0,Trip Completed,48.0,0,Monday,17,Evening
1044,City,261.0,Trip Completed,43.0,0,Monday,19,Evening
1629,Airport,261.0,Trip Completed,51.0,0,Tuesday,7,Early Morning
2050,Airport,261.0,Trip Completed,47.0,0,Tuesday,14,Afternoon
2209,City,261.0,Trip Completed,45.0,0,Tuesday,17,Evening
361,City,262.0,Trip Completed,43.0,0,Monday,8,Morning
1101,City,262.0,Trip Completed,54.0,0,Monday,20,Night
1272,Airport,262.0,Trip Completed,56.0,0,Monday,22,Night
2106,City,262.0,Trip Completed,41.0,0,Tuesday,16,Evening
2584,Airport,262.0,Trip Completed,53.0,0,Tuesday,21,Night
751,Airport,263.0,Trip Completed,33.0,0,Monday,16,Evening
992,City,263.0,Trip Completed,72.0,0,Monday,19,Evening
1247,Airport,263.0,Trip Completed,56.0,0,Monday,21,Night
1465,City,263.0,Trip Completed,78.0,0,Tuesday,4,Early Morning
1686,City,263.0,Trip Completed,73.0,0,Tuesday,7,Early Morning
2642,City,263.0,Trip Completed,61.0,0,Tuesday,22,Night
5,Airport,264.0,Trip Completed,59.0,0,Monday,0,Late Night
374,Airport,264.0,Trip Completed,53.0,0,Monday,8,Morning
721,City,264.0,Trip Completed,50.0,0,Monday,14,Afternoon
1130,City,264.0,Trip Completed,75.0,0,Monday,20,Night
2449,Airport,264.0,Trip Completed,49.0,0,Tuesday,20,Night
94,City,265.0,Trip Completed,59.0,0,Monday,4,Early Morning
1197,City,265.0,Trip Completed,50.0,0,Monday,21,Night
1633,Airport,265.0,Trip Completed,60.0,0,Tuesday,7,Early Morning
1930,City,265.0,Trip Completed,59.0,0,Tuesday,11,Morning
389,City,266.0,Trip Completed,57.0,0,Monday,8,Morning
712,Airport,266.0,Trip Completed,30.0,0,Monday,14,Afternoon
972,Airport,266.0,Trip Completed,52.0,0,Monday,18,Evening
1811,City,266.0,Trip Completed,53.0,0,Tuesday,9,Morning
2126,City,266.0,Trip Completed,70.0,0,Tuesday,16,Evening
2604,City,267.0,Trip Completed,46.0,0,Tuesday,22,Night
251,Airport,268.0,Trip Completed,32.0,0,Monday,6,Early Morning
618,City,268.0,Trip Completed,62.0,0,Monday,12,Afternoon
1595,Airport,268.0,Trip Completed,36.0,0,Tuesday,6,Early Morning
2087,Airport,268.0,Trip Completed,67.0,0,Tuesday,15,Afternoon
596,City,269.0,Trip Completed,58.0,0,Monday,11,Morning
910,Airport,269.0,Trip Completed,40.0,0,Monday,18,Evening
1751,Airport,269.0,Trip Completed,50.0,0,Tuesday,8,Morning
1952,City,269.0,Trip Completed,51.0,0,Tuesday,11,Morning
95,Airport,270.0,Trip Completed,69.0,0,Monday,4,Early Morning
944,City,270.0,Trip Completed,34.0,0,Monday,18,Evening
1066,Airport,270.0,Trip Completed,53.0,0,Monday,19,Evening
1592,City,270.0,Trip Completed,71.0,0,Tuesday,6,Early Morning
2461,Airport,270.0,Trip Completed,60.0,0,Tuesday,20,Night
559,City,271.0,Trip Completed,49.0,0,Monday,10,Morning
860,City,271.0,Trip Completed,43.0,0,Monday,17,Evening
1724,City,271.0,Trip Completed,68.0,0,Tuesday,8,Morning
597,Airport,272.0,Trip Completed,42.0,0,Monday,11,Morning
1417,City,272.0,Trip Completed,32.0,0,Tuesday,3,Late Night
1714,Airport,272.0,Trip Completed,68.0,0,Tuesday,8,Morning
1919,City,272.0,Trip Completed,74.0,0,Tuesday,10,Morning
258,Airport,273.0,Trip Completed,43.0,0,Monday,6,Early Morning
723,City,273.0,Trip Completed,51.0,0,Monday,15,Afternoon
930,City,273.0,Trip Completed,41.0,0,Monday,18,Evening
1498,City,273.0,Trip Completed,45.0,0,Tuesday,5,Early Morning
2553,Airport,273.0,Trip Completed,81.0,0,Tuesday,21,Night
410,City,274.0,Trip Completed,51.0,0,Monday,8,Morning
610,Airport,274.0,Trip Completed,69.0,0,Monday,11,Morning
719,Airport,274.0,Trip Completed,40.0,0,Monday,14,Afternoon
1060,City,274.0,Trip Completed,58.0,0,Monday,19,Evening
1929,City,274.0,Trip Completed,58.0,0,Tuesday,11,Morning
2101,City,274.0,Trip Completed,60.0,0,Tuesday,16,Evening
2282,City,274.0,Trip Completed,63.0,0,Tuesday,18,Evening
314,Airport,275.0,Trip Completed,47.0,0,Monday,7,Early Morning
757,Airport,275.0,Trip Completed,51.0,0,Monday,16,Evening
2123,City,275.0,Trip Completed,55.0,0,Tuesday,16,Evening
303,Airport,276.0,Trip Completed,42.0,0,Monday,7,Early Morning
560,Airport,276.0,Trip Completed,69.0,0,Monday,10,Morning
1319,City,276.0,Trip Completed,55.0,0,Monday,22,Night
1493,Airport,276.0,Trip Completed,54.0,0,Tuesday,5,Early Morning
1662,City,276.0,Trip Completed,65.0,0,Tuesday,7,Early Morning
2020,City,276.0,Trip Completed,57.0,0,Tuesday,13,Afternoon
2407,City,276.0,Trip Completed,50.0,0,Tuesday,19,Evening
579,City,277.0,Trip Completed,58.0,0,Monday,11,Morning
689,City,277.0,Trip Completed,34.0,0,Monday,13,Afternoon
724,Airport,277.0,Trip Completed,36.0,0,Monday,15,Afternoon
1499,City,277.0,Trip Completed,48.0,0,Tuesday,5,Early Morning
1577,Airport,278.0,Trip Completed,75.0,0,Tuesday,6,Early Morning
2197,Airport,278.0,Trip Completed,34.0,0,Tuesday,17,Evening
2509,City,278.0,Trip Completed,50.0,0,Tuesday,21,Night
375,Airport,279.0,Trip Completed,79.0,0,Monday,8,Morning
555,City,279.0,Trip Completed,45.0,0,Monday,10,Morning
622,Airport,279.0,Trip Completed,74.0,0,Monday,12,Afternoon
1975,City,279.0,Trip Completed,77.0,0,Tuesday,12,Afternoon
89,City,280.0,Trip Completed,59.0,0,Monday,4,Early Morning
805,Airport,280.0,Trip Completed,59.0,0,Monday,17,Evening
592,City,281.0,Trip Completed,36.0,0,Monday,11,Morning
737,Airport,281.0,Trip Completed,34.0,0,Monday,15,Afternoon
1108,City,281.0,Trip Completed,42.0,0,Monday,20,Night
1387,Airport,281.0,Trip Completed,45.0,0,Tuesday,1,Late Night
2311,Airport,281.0,Trip Completed,56.0,0,Tuesday,19,Evening
672,Airport,282.0,Trip Completed,62.0,0,Monday,13,Afternoon
1578,Airport,282.0,Trip Completed,77.0,0,Tuesday,6,Early Morning
649,City,283.0,Trip Completed,34.0,0,Monday,12,Afternoon
1040,City,283.0,Trip Completed,42.0,0,Monday,19,Evening
1461,Airport,283.0,Trip Completed,72.0,0,Tuesday,4,Early Morning
2497,City,283.0,Trip Completed,45.0,0,Tuesday,20,Night
420,City,284.0,Trip Completed,50.0,0,Monday,8,Morning
662,City,284.0,Trip Completed,64.0,0,Monday,12,Afternoon
791,Airport,284.0,Trip Completed,40.0,0,Monday,16,Evening
1164,City,284.0,Trip Completed,49.0,0,Monday,20,Night
1,Airport,285.0,Trip Completed,31.0,0,Monday,0,Late Night
1923,City,285.0,Trip Completed,60.0,0,Tuesday,11,Morning
116,Airport,286.0,Trip Completed,46.0,0,Monday,5,Early Morning
761,Airport,286.0,Trip Completed,61.0,0,Monday,16,Evening
932,City,286.0,Trip Completed,52.0,0,Monday,18,Evening
1217,City,286.0,Trip Completed,76.0,0,Monday,21,Night
1617,Airport,286.0,Trip Completed,30.0,0,Tuesday,6,Early Morning
1849,Airport,286.0,Trip Completed,46.0,0,Tuesday,9,Morning
2055,City,286.0,Trip Completed,49.0,0,Tuesday,14,Afternoon
845,City,287.0,Trip Completed,76.0,0,Monday,17,Evening
1832,Airport,287.0,Trip Completed,32.0,0,Tuesday,9,Morning
1301,Airport,288.0,Trip Completed,43.0,0,Monday,22,Night
2203,City,288.0,Trip Completed,37.0,0,Tuesday,17,Evening
2569,City,288.0,Trip Completed,30.0,0,Tuesday,21,Night
158,City,289.0,Trip Completed,66.0,0,Monday,5,Early Morning
1290,City,289.0,Trip Completed,37.0,0,Monday,22,Night
2441,City,289.0,Trip Completed,62.0,0,Tuesday,20,Night
82,Airport,290.0,Trip Completed,36.0,0,Monday,4,Early Morning
2518,Airport,290.0,Trip Completed,63.0,0,Tuesday,21,Night
2644,City,290.0,Trip Completed,41.0,0,Tuesday,22,Night
2025,City,291.0,Trip Completed,62.0,0,Tuesday,13,Afternoon
2270,City,291.0,Trip Completed,49.0,0,Tuesday,18,Evening
497,City,292.0,Trip Completed,36.0,0,Monday,9,Morning
1071,Airport,292.0,Trip Completed,34.0,0,Monday,19,Evening
1709,City,292.0,Trip Completed,62.0,0,Tuesday,8,Morning
2348,City,292.0,Trip Completed,65.0,0,Tuesday,19,Evening
1008,Airport,293.0,Trip Completed,64.0,0,Monday,19,Evening
2430,City,293.0,Trip Completed,32.0,0,Tuesday,20,Night
152,City,294.0,Trip Completed,47.0,0,Monday,5,Early Morning
1207,Airport,294.0,Trip Completed,69.0,0,Monday,21,Night
1377,Airport,294.0,Trip Completed,61.0,0,Tuesday,0,Late Night
1606,Airport,294.0,Trip Completed,65.0,0,Tuesday,6,Early Morning
1920,City,294.0,Trip Completed,62.0,0,Tuesday,10,Morning
476,City,295.0,Trip Completed,38.0,0,Monday,9,Morning
1052,Airport,295.0,Trip Completed,72.0,0,Monday,19,Evening
1743,Airport,295.0,Trip Completed,42.0,0,Tuesday,8,Morning
477,City,296.0,Trip Completed,73.0,0,Monday,9,Morning
643,City,296.0,Trip Completed,45.0,0,Monday,12,Afternoon
1152,Airport,296.0,Trip Completed,49.0,0,Monday,20,Night
1333,City,296.0,Trip Completed,58.0,0,Monday,23,Night
1659,City,296.0,Trip Completed,50.0,0,Tuesday,7,Early Morning
2657,Airport,296.0,Trip Completed,0.0,0,Tuesday,23,Night
30,Airport,297.0,Trip Completed,33.0,0,Monday,2,Late Night
195,City,297.0,Trip Completed,47.0,0,Monday,6,Early Morning
993,City,297.0,Trip Completed,41.0,0,Monday,19,Evening
1774,Airport,297.0,Trip Completed,67.0,0,Tuesday,8,Morning
2648,City,297.0,Trip Completed,54.0,0,Tuesday,22,Night
1690,Airport,298.0,Trip Completed,64.0,0,Tuesday,7,Early Morning
2404,Airport,298.0,Trip Completed,56.0,0,Tuesday,20,Night
1244,City,299.0,Trip Completed,37.0,0,Monday,21,Night
2249,City,299.0,Trip Completed,45.0,0,Tuesday,18,Evening
1315,Airport,300.0,Trip Completed,41.0,0,Monday,22,Night
2347,Airport,2.0,Cancelled,0.0,1,Tuesday,19,Evening
80,City,3.0,Cancelled,0.0,1,Monday,4,Early Morning
534,City,3.0,Cancelled,0.0,1,Monday,10,Morning
1867,Airport,3.0,Cancelled,0.0,1,Tuesday,9,Morning
748,City,4.0,Cancelled,0.0,1,Monday,15,Afternoon
1254,Airport,4.0,Cancelled,0.0,1,Monday,21,Night
247,City,7.0,Cancelled,0.0,1,Monday,6,Early Morning
2582,Airport,7.0,Cancelled,0.0,1,Tuesday,21,Night
1687,City,8.0,Cancelled,0.0,1,Tuesday,7,Early Morning
150,City,9.0,Cancelled,0.0,1,Monday,5,Early Morning
233,City,9.0,Cancelled,0.0,1,Monday,6,Early Morning
1880,City,9.0,Cancelled,0.0,1,Tuesday,10,Morning
570,City,13.0,Cancelled,0.0,1,Monday,10,Morning
1691,City,13.0,Cancelled,0.0,1,Tuesday,7,Early Morning
306,City,15.0,Cancelled,0.0,1,Monday,7,Early Morning
92,City,16.0,Cancelled,0.0,1,Monday,4,Early Morning
1648,City,17.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1894,Airport,19.0,Cancelled,0.0,1,Tuesday,10,Morning
352,City,20.0,Cancelled,0.0,1,Monday,7,Early Morning
1841,City,20.0,Cancelled,0.0,1,Tuesday,9,Morning
1885,City,20.0,Cancelled,0.0,1,Tuesday,10,Morning
96,City,21.0,Cancelled,0.0,1,Monday,4,Early Morning
132,City,21.0,Cancelled,0.0,1,Monday,5,Early Morning
232,City,22.0,Cancelled,0.0,1,Monday,6,Early Morning
275,City,22.0,Cancelled,0.0,1,Monday,7,Early Morning
554,City,22.0,Cancelled,0.0,1,Monday,10,Morning
1462,Airport,23.0,Cancelled,0.0,1,Tuesday,5,Early Morning
196,Airport,24.0,Cancelled,0.0,1,Monday,6,Early Morning
236,City,24.0,Cancelled,0.0,1,Monday,6,Early Morning
1502,City,24.0,Cancelled,0.0,1,Tuesday,5,Early Morning
1615,City,24.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1794,City,25.0,Cancelled,0.0,1,Tuesday,9,Morning
276,City,27.0,Cancelled,0.0,1,Monday,6,Early Morning
1613,City,27.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1539,City,28.0,Cancelled,0.0,1,Tuesday,6,Early Morning
1770,City,28.0,Cancelled,0.0,1,Tuesday,8,Morning
1921,City,28.0,Cancelled,0.0,1,Tuesday,10,Morning
2079,Airport,29.0,Cancelled,0.0,1,Tuesday,15,Afternoon
218,City,30.0,Cancelled,0.0,1,Monday,6,Early Morning
840,Airport,30.0,Cancelled,0.0,1,Monday,17,Evening
1642,City,30.0,Cancelled,0.0,1,Tuesday,7,Early Morning
1475,City,31.0,Cancelled,0.0,1,Tuesday,5,Early Morning
2179,Airport,31.0,Cancelled,0.0,1,Tuesday,17,Evening
400,City,32.0,Cancelled,0.0,1,Monday,8,Morning
2146,Airport,32.0,Cancelled,0.0,1,Tuesday,17,Evening
2305,City,33.0,Cancelled,0.0,1,Tuesday,18,Evening
457,City,34.0,Cancelled,0.0,1,Monday,9,Morning
511,City,34.0,Cancelled,0.0,1,Monday,9,Morning
2530,City,35.0,Cancelled,0.0,1,Tuesday,21,Night
2596,City,35.0,Cancelled,0.0,1,Tuesday,21,Night
200,City,36.0,Cancelled,0.0,1,Monday,6,Early Morning
1531,City,36.0,Cancelled,0.0,1,Tuesday,5,Early Morning
572,Airport,38.0,Cancelled,0.0,1,Monday,10,Morning
1566,City,38.0,Cancelled,0.0,1,Tuesday,6,Early Morning
2266,Airport,38.0,Cancelled,0.0,1,Tuesday,18,Evening
1649,City,39.0,Cancelled,0.0,1,Tuesday,7,Early Morning
126,City,40.0,Cancelled,0.0,1,Monday,5,Early Morning
436,City,40.0,Cancelled,0.0,1,Monday,8,Morning
1620,City,40.0,Cancelled,0.0,1,Tuesday,6,Early Morning
2206,City,40.0,Cancelled,0.0,1,Tuesday,17,Evening
2131,City,41.0,Cancelled,0.0,1,Tuesday,17,Evening
